,Price,Bracelet color,Dial,Gender,Crystal
3744,9855450.0,Steel,Black,Men's watch/Unisex,Sapphire crystal
3745,3267000.0,Brown,Gold,Men's watch/Unisex,Plexiglass
3746,9494718.75,Green,Green,Men's watch/Unisex,Sapphire crystal
3747,2879043.75,Gold,White,Men's watch/Unisex,Glass
3748,142693031.25,Black,Black,Men's watch/Unisex,Sapphire crystal
3749,10250212.5,Black,Black,Men's watch/Unisex,Sapphire crystal
3750,29886243.75,Steel,Black,Men's watch/Unisex,Sapphire crystal
3751,15348093.75,Brown,Silver,Men's watch/Unisex,Sapphire crystal
3752,6411487.5,Black,Black,Men's watch/Unisex,Sapphire crystal
3753,775912.5,Silver,Blue,Men's watch/Unisex,Mineral Glass
3754,27225000.0,Black,Grey,Men's watch/Unisex,Sapphire crystal
3755,3028781.25,Silver,Grey,Men's watch/Unisex,Sapphire crystal
3756,2858625.0,Blue,Blue,Men's watch/Unisex,Mineral Glass
3757,54109687.5,Black,Black,Men's watch/Unisex,Sapphire crystal
3758,47609718.75,Steel,Blue,Men's watch/Unisex,Sapphire crystal
3759,40830693.75,White,White,Women's watch,Sapphire crystal
3760,46847418.75,White,White,Women's watch,Sapphire crystal
3761,62583468.75,Black,Black,Men's watch/Unisex,Sapphire crystal
3762,35133862.5,Black,Black,Men's watch/Unisex,Sapphire crystal
3763,1361250.0,Black,Silver,Men's watch/Unisex,Mineral Glass
3764,2280093.75,Black,Black,Women's watch,Mineral Glass
3765,13102031.25,Gold,Silver,Women's watch,Sapphire crystal
3766,2429831.25,Silver,Blue,Men's watch/Unisex,Sapphire crystal
3767,1619887.5,Brown,White,Men's watch/Unisex,Sapphire crystal
3768,46997156.25,Steel,Silver,Men's watch/Unisex,Sapphire crystal
3769,98690625.0,Silver,Blue,Men's watch/Unisex,Sapphire crystal
3770,48188250.0,Black,Silver,Men's watch/Unisex,Sapphire crystal
3771,26945943.75,Black,Black,Men's watch/Unisex,Sapphire crystal
3772,37767881.25,Steel,Black,Men's watch/Unisex,Plexiglass
3773,1310203125.0,Gold,Black,Men's watch/Unisex,Sapphire crystal
3774,135784687.5,Silver,Silver,Men's watch/Unisex,Sapphire crystal
3775,135784687.5,Black,Black,Men's watch/Unisex,Sapphire crystal
3776,27218193.75,Blue,Silver,Men's watch/Unisex,Sapphire crystal
3777,7228237.5,Silver,Black,Men's watch/Unisex,Sapphire crystal
3778,19241268.75,Black,Black,Men's watch/Unisex,Sapphire crystal
3779,5601543.75,Steel,Green,Men's watch/Unisex,Sapphire crystal
3780,65680312.5,Black,Silver,Men's watch/Unisex,Sapphire crystal
3781,16675312.5,Steel,Blue,Men's watch/Unisex,Sapphire crystal
3782,6867506.25,Silver,Grey,Men's watch/Unisex,Sapphire crystal
3783,4008881.25,Silver,Blue,Men's watch/Unisex,Mineral Glass
3784,2511506.25,Black,Black,Men's watch/Unisex,Sapphire crystal
3785,3403125.0,Black,Blue,Men's watch/Unisex,Sapphire crystal
3786,6860700.0,Black,Black,Men's watch/Unisex,Sapphire crystal
3787,195339375.0,Brown,Silver,Men's watch/Unisex,Sapphire crystal
3788,31363200.0,Brown,Blue,Men's watch/Unisex,Sapphire crystal
3789,30621318.75,Black,Black,Men's watch/Unisex,Sapphire crystal
3790,30294618.75,Black,Black,Men's watch/Unisex,Sapphire crystal
3791,7711481.25,Black,Black,Men's watch/Unisex,Sapphire crystal
3792,15504637.5,Black,Grey,Men's watch/Unisex,Sapphire crystal
3793,7752318.75,Black,White,Men's watch/Unisex,Sapphire crystal
3794,9521943.75,Silver,White,Women's watch,Sapphire crystal
3795,1470150.0,Gold,Silver,Women's watch,Mineral Glass
3796,1762818750.0,Black,Grey,Men's watch/Unisex,Sapphire crystal
3797,17008818.75,Steel,Black,Men's watch/Unisex,Sapphire crystal
3798,6738187.5,Steel,Black,Women's watch,Sapphire crystal
3799,5866987.5,Black,White,Men's watch/Unisex,Sapphire crystal
3800,1749206.25,Black,Gold,Men's watch/Unisex,Plastic
3801,88140937.5,Silver,Grey,Men's watch/Unisex,Sapphire crystal
3803,55981406.25,Steel,Blue,Men's watch/Unisex,Sapphire crystal
3804,26374218.75,Steel,Black,Men's watch/Unisex,Sapphire crystal
3805,3988462.5,Steel,Red,Men's watch/Unisex,Sapphire crystal
3806,5165943.75,Black,White,Men's watch/Unisex,Sapphire crystal
3807,14687887.5,Brown,Black,Men's watch/Unisex,Sapphire crystal
3808,3403125.0,Steel,Black,Men's watch/Unisex,Plexiglass
3809,215397393.75,White,Blue,Women's watch,Sapphire crystal
3810,6275362.5,Brown,Gold,Men's watch/Unisex,Sapphire crystal
3811,6193687.5,Steel,Black,Men's watch/Unisex,Sapphire crystal
3813,811992431.25,Black,Grey,Men's watch/Unisex,Sapphire crystal
3814,33214500.0,Gold,Gold,Women's watch,Mineral Glass
3815,38115000.0,Green,Green,Men's watch/Unisex,Sapphire crystal
3816,29355356.25,Black,Green,Men's watch/Unisex,Sapphire crystal
3817,6636093.75,Steel,Grey,Men's watch/Unisex,Sapphire crystal
3818,5758087.5,Steel,Silver,Men's watch/Unisex,Sapphire crystal
3819,1810462.5,Silver,Blue,Women's watch,Mineral Glass
3820,2178000.0,Steel,Blue,Men's watch/Unisex,Sapphire crystal
3821,29157975.0,Black,Blue,Men's watch/Unisex,Sapphire crystal
3822,16164843.75,Brown,White,Men's watch/Unisex,Sapphire crystal
3823,3287418.75,Brown,Silver,Men's watch/Unisex,Sapphire crystal
3824,23352243.75,Brown,White,Women's watch,Sapphire crystal
3825,2647631.25,Gold,Gold,Men's watch/Unisex,Mineral Glass
3826,11073768.75,Black,White,Men's watch/Unisex,Sapphire crystal
3827,6118818.75,Steel,Black,Men's watch/Unisex,Sapphire crystal
3828,15749662.5,Brown,Gold,Men's watch/Unisex,Sapphire crystal
3829,6935568.75,Brown,White,Men's watch/Unisex,Sapphire crystal
3830,34031250.0,Blue,Blue,Men's watch/Unisex,Sapphire crystal
3831,23958000.0,Black,Black,Men's watch/Unisex,Sapphire crystal
3832,1102612.5,Gold,Gold,Women's watch,Mineral Glass
3833,2953912.5,Black,Blue,Women's watch,Mineral Glass
3834,2552343.75,Steel,Blue,Men's watch/Unisex,Sapphire crystal
3835,33350625.0,Black,Black,Men's watch/Unisex,Sapphire crystal
3837,56321718.75,Brown,Grey,Men's watch/Unisex,Sapphire crystal
3838,8848125.0,Black,Black,Men's watch/Unisex,Sapphire crystal
3839,51285093.75,Blue,Blue,Men's watch/Unisex,Sapphire crystal
3840,2205225.0,Silver,Blue,Men's watch/Unisex,Sapphire crystal
3841,26170031.25,Steel,White,Men's watch/Unisex,Sapphire crystal
3842,38754787.5,Black,Red,Men's watch/Unisex,Sapphire crystal
3843,850781250.0,Black,Gold,Men's watch/Unisex,Sapphire crystal
3844,87800625.0,Steel,Grey,Men's watch/Unisex,Sapphire crystal
3845,262033818.75,Green,Green,Men's watch/Unisex,Sapphire crystal
3846,14755950.0,Black,Black,Men's watch/Unisex,Sapphire crystal
3847,30621318.75,White,White,Women's watch,Sapphire crystal
3848,8677968.75,Steel,White,Women's watch,Sapphire crystal
3849,293056706.25,Blue,Silver,Men's watch/Unisex,Sapphire crystal
3850,7194206.25,Brown,Blue,Men's watch/Unisex,Sapphire crystal
3851,11066962.5,Black,Black,Men's watch/Unisex,Sapphire crystal
3852,31649062.5,Black,Silver,Men's watch/Unisex,Sapphire crystal
3853,101501606.25,Black,Black,Men's watch/Unisex,Sapphire crystal
3854,12918262.5,Black,Black,Men's watch/Unisex,Sapphire crystal
3855,17355937.5,Steel,Black,Men's watch/Unisex,Sapphire crystal
3856,2463862.5,White,Green,Men's watch/Unisex,Mineral Glass
3857,3654956.25,Brown,Champagne,Men's watch/Unisex,Sapphire crystal
3859,6568031.25,Black,White,Men's watch/Unisex,Sapphire crystal
3860,37434375.0,Black,Silver,Men's watch/Unisex,Sapphire crystal
3861,3614118.75,Silver,Green,Men's watch/Unisex,Sapphire crystal
3862,26510343.75,Steel,Black,Men's watch/Unisex,Sapphire crystal
3863,10209375.0,Steel,Black,Men's watch/Unisex,Sapphire crystal
3864,27225000.0,Steel,Blue,Men's watch/Unisex,Sapphire crystal
3865,1946587.5,Black,Black,Men's watch/Unisex,Mineral Glass
3866,2423025.0,Steel,Silver,Women's watch,Sapphire crystal
3867,1585856.25,Green,Green,Men's watch/Unisex,Plexiglass
3868,236176875.0,Black,Silver,Men's watch/Unisex,Sapphire crystal
3869,4934531.25,Brown,Green,Men's watch/Unisex,Sapphire crystal
3870,2579568.75,Black,Silver,Men's watch/Unisex,Mineral Glass
3871,1470150.0,Black,Black,Men's watch/Unisex,Mineral Glass
3872,5036625.0,Steel,Silver,Men's watch/Unisex,Sapphire crystal
3873,7044468.75,Brown,Black,Men's watch/Unisex,Sapphire crystal
3874,3539250.0,Silver,Black,Men's watch/Unisex,Mineral Glass
3875,2348156250.0,White,Blue,Men's watch/Unisex,Sapphire crystal
3876,4594218.75,Black,Black,Men's watch/Unisex,Sapphire crystal
3877,8344462.5,Brown,Black,Men's watch/Unisex,Sapphire crystal
3878,44070468.75,Steel,Black,Men's watch/Unisex,Sapphire crystal
3879,156203437.5,Black,Black,Men's watch/Unisex,Sapphire crystal
3880,508426875.0,Black,Silver,Men's watch/Unisex,Sapphire crystal
3881,1068581.25,Black,Black,Men's watch/Unisex,Mineral Glass
3882,40497187.5,Blue,Blue,Men's watch/Unisex,Sapphire crystal
3883,1837687.5,Black,Black,Men's watch/Unisex,Sapphire crystal
3884,11380050.0,Gold,White,Women's watch,Sapphire crystal
3885,118102050.0,Black,Silver,Men's watch/Unisex,Sapphire crystal
3886,1837687.5,Gold,Blue,Women's watch,Sapphire crystal
3887,117060693.75,Brown,Black,Men's watch/Unisex,Sapphire crystal
3888,4172231.25,Steel,Blue,Men's watch/Unisex,Plexiglass
3889,4798406.25,Steel,Grey,Women's watch,Plexiglass
3890,6459131.25,Black,Black,Men's watch/Unisex,Sapphire crystal
3891,19561162.5,Steel,Black,Men's watch/Unisex,Sapphire crystal
3892,1320412.5,Gold,White,Women's watch,Mineral Glass
3894,884812.5,Black,Silver,Men's watch/Unisex,Plexiglass
3895,3403125.0,Silver,Blue,Women's watch,Sapphire crystal
3896,35065800.0,White,White,Men's watch/Unisex,Sapphire crystal
3897,13360668.75,Brown,Champagne,Men's watch/Unisex,Sapphire crystal
3898,4594218.75,Brown,Green,Men's watch/Unisex,Sapphire crystal
3899,35732812.5,Steel,Silver,Men's watch/Unisex,Sapphire crystal
3900,24842812.5,Steel,Black,Men's watch/Unisex,Sapphire crystal
3901,26503537.5,Black,Black,Men's watch/Unisex,Plexiglass
3902,4900500.0,Brown,Blue,Men's watch/Unisex,Sapphire crystal
3903,701043.75,Gold,Gold,Women's watch,Plastic
3904,16573218.75,Steel,Blue,Women's watch,Sapphire crystal
3905,2545537.5,Steel,Blue,Men's watch/Unisex,Sapphire crystal
3906,10644975.0,Blue,Blue,Men's watch/Unisex,Sapphire crystal
3907,9869062.5,Gold,Silver,Women's watch,Sapphire crystal
3908,13809881.25,Black,Black,Men's watch/Unisex,Sapphire crystal
3909,47643750.0,Black,Black,Men's watch/Unisex,Sapphire crystal
3910,6867506.25,Brown,Black,Men's watch/Unisex,Sapphire crystal
3911,9494718.75,White,Black,Men's watch/Unisex,Sapphire crystal
3912,10032412.5,Black,Black,Men's watch/Unisex,Sapphire crystal
3913,2334543.75,Black,Black,Women's watch,Sapphire crystal
3914,1871718.75,Blue,White,Men's watch/Unisex,Sapphire crystal
3915,5533481.25,Black,Black,Men's watch/Unisex,Sapphire crystal
3916,15906206.25,Blue,Blue,Men's watch/Unisex,Sapphire crystal
3917,59214375.0,Black,Black,Men's watch/Unisex,Sapphire crystal
3918,1027743.75,Black,Black,Men's watch/Unisex,Mineral Glass
3919,7010437.5,Silver,Red,Women's watch,Sapphire crystal
3920,14361187.5,Black,White,Men's watch/Unisex,Sapphire crystal
3921,10590525.0,Black,Silver,Men's watch/Unisex,Sapphire crystal
3922,6608868.75,Steel,Black,Men's watch/Unisex,Sapphire crystal
3923,6459131.25,Black,Champagne,Men's watch/Unisex,Plexiglass
3924,952875.0,Steel,Silver,Men's watch/Unisex,Glass
3925,3430350.0,Blue,Champagne,Men's watch/Unisex,Sapphire crystal
3926,163009687.5,Blue,Black,Men's watch/Unisex,Sapphire crystal
3927,2879043.75,Black,Blue,Men's watch/Unisex,Plastic
3928,6459131.25,Brown,Blue,Men's watch/Unisex,Sapphire crystal
3929,2096325.0,Black,Silver,Men's watch/Unisex,Mineral Glass
3930,7343943.75,Blue,Blue,Men's watch/Unisex,Sapphire crystal
3931,12149156.25,Steel,Green,Men's watch/Unisex,Sapphire crystal
3932,4988981.25,Black,Black,Men's watch/Unisex,Sapphire crystal
3933,1858106.25,Gold,Silver,Men's watch/Unisex,Sapphire crystal
3934,8194725.0,Black,White,Men's watch/Unisex,Sapphire crystal
3935,2361768.75,Silver,Black,Men's watch/Unisex,Mineral Glass
3936,2348156.25,Brown,Champagne,Men's watch/Unisex,Mineral Glass
3937,53762568.75,Steel,Blue,Men's watch/Unisex,Sapphire crystal
3938,44240625.0,Black,Black,Men's watch/Unisex,Sapphire crystal
3939,4124587.5,Black,Black,Men's watch/Unisex,Mineral Glass
3940,21405656.25,Blue,Blue,Men's watch/Unisex,Sapphire crystal
3941,24284700.0,Silver,Grey,Men's watch/Unisex,Sapphire crystal
3942,2872237.5,Gold,Black,Men's watch/Unisex,Sapphire crystal
3943,1184287.5,Gold,Gold,Women's watch,Mineral Glass
3944,2579568.75,Blue,Black,Men's watch/Unisex,Sapphire crystal
3945,7343943.75,Silver,Black,Women's watch,Sapphire crystal
3946,27395156.25,Black,Black,Men's watch/Unisex,Sapphire crystal
3947,3498412.5,Steel,Champagne,Women's watch,Sapphire crystal
3948,1687950.0,Silver,Red,Men's watch/Unisex,Sapphire crystal
3949,1327218.75,Brown,Silver,Men's watch/Unisex,Plastic
3950,74528437.5,Black,White,Men's watch/Unisex,Sapphire crystal
3951,8643937.5,Black,Silver,Men's watch/Unisex,Sapphire crystal
3952,7493681.25,Black,Black,Men's watch/Unisex,Sapphire crystal
3953,2395800.0,Steel,Silver,Men's watch/Unisex,Sapphire crystal
3954,2552343.75,Black,Black,Men's watch/Unisex,Plexiglass
3955,35052187.5,Black,Gold,Men's watch/Unisex,Sapphire crystal
3956,1572243750.0,Steel,Green,Men's watch/Unisex,Sapphire crystal
3957,2647631.25,Black,Black,Men's watch/Unisex,Mineral Glass
3958,4424062.5,Brown,Green,Men's watch/Unisex,Sapphire crystal
3959,2150775.0,Brown,Blue,Men's watch/Unisex,Mineral Glass
3960,6465937.5,Steel,Blue,Women's watch,Sapphire crystal
3961,1497375.0,Green,Green,Women's watch,Plastic
3962,12244443.75,White,Blue,Women's watch,Sapphire crystal
3963,15307256.25,Brown,Champagne,Men's watch/Unisex,Plexiglass
3964,9521943.75,Brown,Black,Men's watch/Unisex,Sapphire crystal
3965,11148637.5,Black,Green,Men's watch/Unisex,Sapphire crystal
3966,107538750.0,Gold,Blue,Men's watch/Unisex,Sapphire crystal
3967,5928243.75,Silver,White,Men's watch/Unisex,Sapphire crystal
3968,13210931.25,Brown,Champagne,Women's watch,Sapphire crystal
3969,6840281.25,Steel,Black,Men's watch/Unisex,Sapphire crystal
3970,11768006.25,Black,Black,Men's watch/Unisex,Sapphire crystal
3971,59895000.0,Black,White,Men's watch/Unisex,Sapphire crystal
3972,4961756.25,Black,White,Men's watch/Unisex,Sapphire crystal
3973,18451743.75,Steel,Blue,Men's watch/Unisex,Plexiglass
3974,21310368.75,Black,Black,Men's watch/Unisex,Sapphire crystal
3975,21099375.0,Black,White,Men's watch/Unisex,Sapphire crystal
3976,36052706.25,Steel,Silver,Men's watch/Unisex,Sapphire crystal
3977,5553900.0,Black,Red,Men's watch/Unisex,Sapphire crystal
3978,43900312.5,Silver,Blue,Women's watch,Sapphire crystal
3979,3321450.0,Blue,Blue,Men's watch/Unisex,Sapphire crystal
3980,9528750.0,Black,Silver,Men's watch/Unisex,Sapphire crystal
3981,8344462.5,Brown,Black,Men's watch/Unisex,Sapphire crystal
3982,76740468.75,Brown,Silver,Men's watch/Unisex,Sapphire crystal
3983,5438193.75,Gold,Black,Men's watch/Unisex,Sapphire crystal
3984,5907825.0,Brown,Black,Men's watch/Unisex,Sapphire crystal
3985,22875806.25,Black,Black,Men's watch/Unisex,Sapphire crystal
3986,4764375.0,Silver,Silver,Men's watch/Unisex,Sapphire crystal
3987,9590006.25,Black,White,Men's watch/Unisex,Plexiglass
3988,22460625.0,Silver,Blue,Women's watch,Sapphire crystal
3989,2205225.0,Black,Champagne,Men's watch/Unisex,Plexiglass
3990,103203168.75,Black,Black,Men's watch/Unisex,Sapphire crystal
3991,27837562.5,Black,Black,Men's watch/Unisex,Sapphire crystal
3992,25836525.0,Black,Black,Men's watch/Unisex,Plexiglass
3993,13612500.0,Steel,Red,Men's watch/Unisex,Sapphire crystal
3994,13210931.25,Black,Black,Men's watch/Unisex,Sapphire crystal
3996,52067812.5,Black,Champagne,Men's watch/Unisex,Sapphire crystal
3997,4424062.5,Black,Silver,Men's watch/Unisex,Sapphire crystal
3998,9256500.0,Black,Silver,Men's watch/Unisex,Sapphire crystal
3999,38639081.25,Black,Black,Men's watch/Unisex,Sapphire crystal
4000,58683487.5,Gold,Blue,Women's watch,Sapphire crystal
4001,10998900.0,Blue,Blue,Men's watch/Unisex,Sapphire crystal
4002,1701562.5,Gold,Black,Women's watch,Sapphire crystal
4003,2654437.5,Silver,White,Men's watch/Unisex,Mineral Glass
4004,67211718.75,Black,Silver,Men's watch/Unisex,Plexiglass
4005,578524443.75,Gold,Silver,Men's watch/Unisex,Sapphire crystal
4007,25802493.75,Black,White,Men's watch/Unisex,Sapphire crystal
4008,10998900.0,Black,Black,Men's watch/Unisex,Sapphire crystal
4009,558112.5,Gold,White,Women's watch,Mineral Glass
4010,3682181.25,Black,Black,Men's watch/Unisex,Plexiglass
4011,2892656.25,Steel,Blue,Men's watch/Unisex,Mineral Glass
4012,7309912.5,Gold,Gold,Men's watch/Unisex,Plexiglass
4013,1252350.0,Silver,Black,Men's watch/Unisex,Sapphire crystal
4014,31546968.75,White,White,Women's watch,Sapphire crystal
4015,12591562.5,Silver,Silver,Men's watch/Unisex,Sapphire crystal
4016,2382187.5,Blue,Blue,Men's watch/Unisex,Sapphire crystal
4017,1762818.75,Gold,White,Men's watch/Unisex,Sapphire crystal
4018,21773193.75,Black,Black,Men's watch/Unisex,Sapphire crystal
4019,13142868.75,Steel,Black,Men's watch/Unisex,Sapphire crystal
4020,741881.25,Silver,Black,Women's watch,Sapphire crystal
4021,22099893.75,Black,Silver,Men's watch/Unisex,Sapphire crystal
4022,2647631.25,Silver,Black,Men's watch/Unisex,Sapphire crystal
4023,5410968.75,Black,Champagne,Men's watch/Unisex,Plexiglass
4024,5785312.5,Blue,White,Men's watch/Unisex,Sapphire crystal
4025,74834718.75,Blue,Silver,Men's watch/Unisex,Sapphire crystal
4026,35623912.5,Silver,Black,Men's watch/Unisex,Sapphire crystal
4027,1027743.75,Gold,Silver,Women's watch,Sapphire crystal
4028,1633500.0,Blue,Blue,Men's watch/Unisex,Glass
4029,1687950.0,Silver,Silver,Men's watch/Unisex,Sapphire crystal
4030,7010437.5,Steel,Grey,Women's watch,Sapphire crystal
4031,2538731.25,Silver,Grey,Men's watch/Unisex,Sapphire crystal
4032,3158100.0,Silver,Silver,Men's watch/Unisex,Sapphire crystal
4033,25979456.25,Brown,Blue,Men's watch/Unisex,Sapphire crystal
4034,62447343.75,Steel,White,Men's watch/Unisex,Sapphire crystal
4035,182400693.75,White,Blue,Women's watch,Sapphire crystal
4036,4798406.25,Brown,White,Men's watch/Unisex,Plexiglass
4037,11951775.0,Steel,Grey,Men's watch/Unisex,Sapphire crystal
4038,49338506.25,Blue,Blue,Men's watch/Unisex,Sapphire crystal
4039,26571600.0,Steel,White,Women's watch,Sapphire crystal
4040,46792968.75,Steel,Blue,Men's watch/Unisex,Sapphire crystal
4041,14687887.5,Black,Grey,Men's watch/Unisex,Sapphire crystal
4042,128978437.5,Brown,Gold,Women's watch,Sapphire crystal
4043,7126143.75,Brown,Black,Men's watch/Unisex,Mineral Glass
4044,6275362.5,Black,White,Men's watch/Unisex,Plexiglass
4045,8562262.5,Black,Black,Men's watch/Unisex,Sapphire crystal
4046,11441306.25,Steel,Blue,Women's watch,Sapphire crystal
4047,101161293.75,Black,Champagne,Men's watch/Unisex,Sapphire crystal
4048,128638125.0,Black,Black,Men's watch/Unisex,Sapphire crystal
4049,12217218.75,Gold,Blue,Women's watch,Sapphire crystal
4050,1864912.5,Black,Black,Men's watch/Unisex,Mineral Glass
4051,28552218.75,Steel,Black,Men's watch/Unisex,Sapphire crystal
4052,8786868.75,Brown,Silver (solid),Men's watch/Unisex,Plexiglass
4053,4390031.25,Steel,Green,Men's watch/Unisex,Sapphire crystal
4054,2062293.75,Black,Black,Men's watch/Unisex,Mineral Glass
4055,31138593.75,Steel,White,Men's watch/Unisex,Sapphire crystal
4056,9229275.0,Black,Green,Men's watch/Unisex,Sapphire crystal
4057,14020875.0,Brown,White,Men's watch/Unisex,Sapphire crystal
4058,4798406.25,Steel,Blue,Men's watch/Unisex,Sapphire crystal
4059,23821875.0,Steel,Silver,Women's watch,Sapphire crystal
4060,3171712.5,Black,Blue,Women's watch,Sapphire crystal
4061,14755950.0,Steel,Black,Men's watch/Unisex,Sapphire crystal
4062,11128218.75,Black,Blue,Men's watch/Unisex,Sapphire crystal
4063,67722187.5,Black,Black,Men's watch/Unisex,Sapphire crystal
4064,9270112.5,Brown,Champagne,Men's watch/Unisex,Sapphire crystal
4065,15872175.0,Steel,Black,Men's watch/Unisex,Sapphire crystal
4066,803137.5,Gold,Grey,Men's watch/Unisex,Mineral Glass
4067,107872256.25,Steel,Black,Men's watch/Unisex,Sapphire crystal
4068,10188956.25,Steel,Grey,Men's watch/Unisex,Sapphire crystal
4069,5676412.5,Black,Grey,Men's watch/Unisex,Mineral Glass
4070,2205225.0,Red,White,Women's watch,Sapphire crystal
4071,4424062.5,Black,Black,Men's watch/Unisex,Sapphire crystal
4072,35433337.5,Blue,Silver,Men's watch/Unisex,Sapphire crystal
4073,66279262.5,Black,Grey,Men's watch/Unisex,Sapphire crystal
4074,21691518.75,Green,Silver,Men's watch/Unisex,Sapphire crystal
4075,17662218.75,Steel,Black,Men's watch/Unisex,Sapphire crystal
4076,2178000.0,Silver,Green,Men's watch/Unisex,Sapphire crystal
4077,60548400.0,Black,Grey,Men's watch/Unisex,Sapphire crystal
4078,3947625.0,White,Black,Women's watch,Sapphire crystal
4079,4049718.75,Steel,Silver,Men's watch/Unisex,Sapphire crystal
4080,2103131.25,Blue,Blue,Men's watch/Unisex,Sapphire crystal
4081,2103131.25,Black,Black,Men's watch/Unisex,Mineral Glass
4082,47636943.75,Silver,Silver,Men's watch/Unisex,Sapphire crystal
4083,5866987.5,Black,Black,Men's watch/Unisex,Sapphire crystal
4084,12217218.75,Steel,Green,Men's watch/Unisex,Sapphire crystal
4085,2450250.0,Black,Black,Men's watch/Unisex,Sapphire crystal
4087,952875.0,Green,Black,Men's watch/Unisex,Mineral Glass
4088,66694443.75,Black,Green,Men's watch/Unisex,Sapphire crystal
4089,8528231.25,Silver,Black,Men's watch/Unisex,Sapphire crystal
4090,1293187.5,Brown,Champagne,Men's watch/Unisex,Mineral Glass
4091,1245543.75,Silver,Silver,Men's watch/Unisex,Mineral Glass
4092,13272187.5,Brown,Black,Men's watch/Unisex,Plexiglass
4093,4063331.25,Silver,Black,Women's watch,Sapphire crystal
4094,95117343.75,Brown,Black,Men's watch/Unisex,Plexiglass
4095,9590006.25,Green,Green,Men's watch/Unisex,Sapphire crystal
4096,7725093.75,Black,Black,Men's watch/Unisex,Sapphire crystal
4097,10406756.25,Green,Green,Men's watch/Unisex,Sapphire crystal
4098,21609843.75,Steel,Black,Men's watch/Unisex,Sapphire crystal
4099,5240812.5,Gold,Black,Men's watch/Unisex,Sapphire crystal
4100,11032931.25,Silver,Black,Men's watch/Unisex,Sapphire crystal
4101,7384781.25,Black,Champagne,Men's watch/Unisex,Plexiglass
4102,57819093.75,Brown,Black,Men's watch/Unisex,Sapphire crystal
4103,4342387.5,Black,Black,Men's watch/Unisex,Sapphire crystal
4104,6268556.25,Brown,Gold,Men's watch/Unisex,Plexiglass
4105,67279781.25,Blue,Blue,Men's watch/Unisex,Sapphire crystal
4107,1810462.5,Silver,Green,Men's watch/Unisex,Sapphire crystal
4108,163350000.0,Steel,Black,Men's watch/Unisex,Sapphire crystal
4109,6840281.25,Black,Black,Men's watch/Unisex,Sapphire crystal
4110,8848125.0,Steel,Black,Men's watch/Unisex,Sapphire crystal
4111,7371168.75,Black,Green,Men's watch/Unisex,Sapphire crystal
4112,5104687.5,Black,Silver,Men's watch/Unisex,Sapphire crystal
4113,121831875.0,Black,Grey,Men's watch/Unisex,Sapphire crystal
4114,14687887.5,Black,White,Men's watch/Unisex,Sapphire crystal
4115,29232843.75,Steel,Black,Men's watch/Unisex,Sapphire crystal
4116,4662281.25,Brown,White,Men's watch/Unisex,Sapphire crystal
4117,2409412.5,Silver,Black,Men's watch/Unisex,Mineral Glass
4118,4356000.0,Red,Silver,Women's watch,Sapphire crystal
4119,7895250.0,Silver,Black,Men's watch/Unisex,Sapphire crystal
4120,7235043.75,Brown,Black,Men's watch/Unisex,Sapphire crystal
4121,14470087.5,Steel,White,Men's watch/Unisex,Sapphire crystal
4122,29450643.75,Steel,Black,Men's watch/Unisex,Sapphire crystal
4123,5866987.5,Steel,Black,Men's watch/Unisex,Sapphire crystal
4124,160661531.25,Brown,Blue,Men's watch/Unisex,Sapphire crystal
4125,9304143.75,Brown,Black,Men's watch/Unisex,Sapphire crystal
4126,1224784687.5,Black,Green,Men's watch/Unisex,Sapphire crystal
4127,13653337.5,Black,Blue,Men's watch/Unisex,Sapphire crystal
4128,80313750.0,Black,Blue,Men's watch/Unisex,Sapphire crystal
4129,2953912.5,Black,Black,Men's watch/Unisex,Sapphire crystal
4130,21038118.75,Black,Silver,Men's watch/Unisex,Sapphire crystal
4131,3546056.25,Brown,Gold,Men's watch/Unisex,Plexiglass
4132,2103131.25,Brown,Blue,Men's watch/Unisex,Sapphire crystal
4133,2770143.75,Brown,Black,Men's watch/Unisex,Sapphire crystal
4134,19356975.0,Black,Black,Men's watch/Unisex,Sapphire crystal
4135,5091075.0,Black,White,Women's watch,Plexiglass
4136,3396318.75,Steel,Blue,Men's watch/Unisex,Sapphire crystal
4137,4798406.25,Black,Silver,Men's watch/Unisex,Plexiglass
4138,488348437.5,Steel,White,Men's watch/Unisex,Sapphire crystal
4139,8303625.0,Black,Black,Men's watch/Unisex,Sapphire crystal
4140,6166462.5,Silver,Black,Men's watch/Unisex,Sapphire crystal
4141,13803075.0,White,Blue,Women's watch,Sapphire crystal
4142,53769375.0,Steel,Blue,Men's watch/Unisex,Sapphire crystal
4143,146402437.5,Gold,Red,Men's watch/Unisex,Sapphire crystal
4144,3369093.75,Steel,Black,Men's watch/Unisex,Sapphire crystal
4145,11182668.75,Brown,Green,Men's watch/Unisex,Sapphire crystal
4146,40667343.75,Blue,Blue,Men's watch/Unisex,Sapphire crystal
4147,1939781.25,Red,White,Men's watch/Unisex,Mineral Glass
4148,7010437.5,Steel,Black,Men's watch/Unisex,Sapphire crystal
4149,3164906.25,Silver,Blue,Men's watch/Unisex,Mineral Glass
4150,53041106.25,Brown,White,Men's watch/Unisex,Plexiglass
4151,21330787.5,Black,White,Men's watch/Unisex,Sapphire crystal
4152,660206.25,Silver,Blue,Women's watch,Mineral Glass
