,Movement,Gender,Dial,Bracelet color,Price
909,Manual winding,Men's watch/Unisex,Black,Black,317625.0
910,Automatic,Women's watch,Silver,Black,50572.5
911,Automatic,Men's watch/Unisex,Black,Black,114427.5
912,Automatic,Men's watch/Unisex,Green,Steel,73012.5
913,Automatic,Men's watch/Unisex,Blue,Steel,23100.0
914,Quartz,Women's watch,Grey,Silver,281325.0
915,Automatic,Men's watch/Unisex,Blue,White,1480875.0
916,Automatic,Men's watch/Unisex,White,Silver,478500.0
917,Automatic,Men's watch/Unisex,Black,Brown,30442.5
918,Automatic,Men's watch/Unisex,Blue,Black,156585.0
919,Automatic,Men's watch/Unisex,Blue,Silver,40260.0
920,Automatic,Men's watch/Unisex,Black,Steel,181417.5
921,Manual winding,Men's watch/Unisex,Champagne,Steel,18067.5
922,Automatic,Men's watch/Unisex,Blue,Black,490297.5
923,Automatic,Men's watch/Unisex,Silver,Black,535095.0
924,Automatic,Men's watch/Unisex,Blue,Brown,34320.0
925,Manual winding,Men's watch/Unisex,Silver,Black,2807475.0
926,Manual winding,Men's watch/Unisex,Black,Black,309375.0
927,Quartz,Women's watch,White,Gold,701167.5
928,Manual winding,Men's watch/Unisex,White,Brown,82087.5
929,Quartz,Men's watch/Unisex,Green,Silver,35310.0
930,Automatic,Men's watch/Unisex,Black,Steel,131175.0
931,Quartz,Men's watch/Unisex,Black,Green,80437.5
932,Automatic,Men's watch/Unisex,Blue,Blue,1645875.0
933,Automatic,Men's watch/Unisex,Black,Steel,252532.5
934,Manual winding,Men's watch/Unisex,White,Brown,353430.0
935,Automatic,Men's watch/Unisex,Black,Black,509437.5
936,Quartz,Men's watch/Unisex,Black,Black,62535.0
937,Quartz,Men's watch/Unisex,Silver,Black,15675.0
938,Manual winding,Men's watch/Unisex,Black,Black,3615727.5
939,Manual winding,Men's watch/Unisex,Bronze,Black,49252.5
940,Quartz,Men's watch/Unisex,Blue,Steel,156337.5
941,Automatic,Men's watch/Unisex,Black,Brown,598125.0
942,Automatic,Men's watch/Unisex,Blue,Blue,277447.5
943,Quartz,Women's watch,Black,Black,532125.0
944,Automatic,Men's watch/Unisex,Blue,Steel,33495.0
945,Automatic,Men's watch/Unisex,White,White,374880.0
946,Manual winding,Men's watch/Unisex,Black,Black,15897750.0
947,Automatic,Men's watch/Unisex,White,White,453667.5
948,Quartz,Men's watch/Unisex,Black,Black,59812.5
949,Manual winding,Men's watch/Unisex,Black,Black,173580.0
950,Manual winding,Men's watch/Unisex,Silver,Brown,255007.5
951,Automatic,Men's watch/Unisex,Blue,Black,643500.0
952,Quartz,Men's watch/Unisex,White,Black,19717.5
953,Quartz,Men's watch/Unisex,Brown,Brown,88110.0
954,Automatic,Men's watch/Unisex,Black,Brown,2227500.0
955,Manual winding,Men's watch/Unisex,Gold,Blue,26400.0
956,Automatic,Men's watch/Unisex,Black,Black,429000.0
957,Manual winding,Women's watch,Yellow,Gold,29370.0
958,Manual winding,Men's watch/Unisex,Champagne,Black,827640.0
959,Automatic,Men's watch/Unisex,Silver,Silver,19800.0
960,Automatic,Men's watch/Unisex,Silver,Black,210375.0
961,Quartz,Men's watch/Unisex,Blue,Silver,20460.0
962,Automatic,Men's watch/Unisex,Silver,Brown,55935.0
963,Automatic,Men's watch/Unisex,Black,Black,241477.5
964,Manual winding,Men's watch/Unisex,White,Black,30690.0
965,Automatic,Men's watch/Unisex,Black,Brown,328762.5
966,Automatic,Men's watch/Unisex,Grey,Black,1235437.5
967,Automatic,Men's watch/Unisex,Black,Steel,62205.0
968,Automatic,Men's watch/Unisex,Champagne,Gold,33000.0
969,Automatic,Men's watch/Unisex,Grey,Silver,114427.5
970,Manual winding,Men's watch/Unisex,Blue,Blue,1639687.5
971,Quartz,Men's watch/Unisex,Black,Black,8827.5
972,Automatic,Men's watch/Unisex,Grey,Black,107910.0
973,Quartz,Women's watch,White,Brown,321750.0
974,Automatic,Men's watch/Unisex,Silver,Brown,250552.5
975,Quartz,Men's watch/Unisex,Black,Silver,371167.5
976,Automatic,Men's watch/Unisex,Black,Steel,80520.0
977,Automatic,Men's watch/Unisex,Grey,Black,89512.5
978,Automatic,Men's watch/Unisex,Blue,Brown,242797.5
979,Automatic,Men's watch/Unisex,White,Steel,69382.5
980,Manual winding,Men's watch/Unisex,Black,Steel,90750.0
981,Automatic,Men's watch/Unisex,Black,Steel,205837.5
982,Automatic,Men's watch/Unisex,Blue,Blue,209220.0
983,Manual winding,Men's watch/Unisex,Black,Brown,284047.5
984,Automatic,Men's watch/Unisex,Black,Black,254100.0
985,Automatic,Men's watch/Unisex,Silver,Steel,173167.5
986,Quartz,Men's watch/Unisex,Black,Black,22275.0
987,Quartz,Men's watch/Unisex,Blue,Gold,63937.5
988,Automatic,Men's watch/Unisex,Black,Black,84562.5
989,Quartz,Men's watch/Unisex,Black,Silver,19635.0
990,Automatic,Men's watch/Unisex,Red,Steel,278355.0
991,Manual winding,Men's watch/Unisex,Black,Black,89347.5
992,Manual winding,Men's watch/Unisex,Black,Black,7816875.0
993,Quartz,Men's watch/Unisex,Silver,Gold,21367.5
994,Automatic,Men's watch/Unisex,Black,Brown,257317.5
995,Automatic,Men's watch/Unisex,Black,Silver,89100.0
996,Quartz,Men's watch/Unisex,Red,Red,16912.5
997,Automatic,Men's watch/Unisex,Black,Black,420502.5
998,Quartz,Men's watch/Unisex,Blue,Steel,16087.5
999,Automatic,Men's watch/Unisex,Silver,Brown,2788500.0
1000,Quartz,Men's watch/Unisex,Black,Steel,31432.5
1001,Quartz,Men's watch/Unisex,Blue,Gold,15675.0
1002,Automatic,Men's watch/Unisex,Black,Steel,1439625.0
1003,Quartz,Men's watch/Unisex,Silver,Steel,39600.0
1004,Automatic,Men's watch/Unisex,Red,Brown,1780597.5
1005,Automatic,Men's watch/Unisex,Brown,Brown,287182.5
1006,Quartz,Men's watch/Unisex,Black,Black,39352.5
1007,Quartz,Women's watch,Blue,Gold,82087.5
1008,Automatic,Men's watch/Unisex,Blue,Steel,64432.5
1009,Automatic,Men's watch/Unisex,Black,Blue,134887.5
1010,Automatic,Men's watch/Unisex,Blue,Steel,3299587.5
1011,Manual winding,Men's watch/Unisex,Silver,Silver,61710.0
1012,Automatic,Men's watch/Unisex,Grey,Brown,1499025.0
1013,Quartz,Men's watch/Unisex,Gold (solid),Gold,1700077.5
1014,Quartz,Men's watch/Unisex,White,Red,8910.0
1015,Quartz,Men's watch/Unisex,Green,Green,45622.5
1016,Automatic,Men's watch/Unisex,Black,Steel,1607925.0
1017,Automatic,Men's watch/Unisex,Black,Black,742417.5
1018,Automatic,Men's watch/Unisex,Blue,Blue,231330.0
1019,Automatic,Men's watch/Unisex,Black,Steel,126142.5
1020,Automatic,Men's watch/Unisex,Black,Black,53625.0
1021,Quartz,Men's watch/Unisex,Blue,Black,8827.5
1022,Manual winding,Men's watch/Unisex,Black,Blue,49087.5
1023,Quartz,Men's watch/Unisex,Black,Silver,26400.0
1024,Quartz,Men's watch/Unisex,Black,Black,24337.5
1025,Automatic,Men's watch/Unisex,Black,Steel,76065.0
1026,Automatic,Men's watch/Unisex,Blue,Blue,75570.0
1027,Automatic,Men's watch/Unisex,Black,Black,353430.0
1028,Quartz,Men's watch/Unisex,Black,Black,25987.5
1029,Automatic,Men's watch/Unisex,Green,Green,138682.5
1030,Automatic,Men's watch/Unisex,Blue,Blue,126142.5
1031,Manual winding,Men's watch/Unisex,White,Gold,2305875.0
1032,Quartz,Men's watch/Unisex,White,Black,12705.0
1033,Automatic,Men's watch/Unisex,White,Black,800827.5
1034,Solar,Men's watch/Unisex,Grey,Steel,43807.5
1035,Automatic,Men's watch/Unisex,White,Red,261525.0
1036,Quartz,Men's watch/Unisex,Black,Black,32917.5
1037,Automatic,Men's watch/Unisex,White,Black,295267.5
1038,Manual winding,Men's watch/Unisex,Silver,Black,50077.5
1039,Manual winding,Men's watch/Unisex,Green,Steel,80520.0
1040,Quartz,Men's watch/Unisex,Black,Silver,91162.5
1041,Automatic,Men's watch/Unisex,Green,Green,126142.5
1042,Manual winding,Men's watch/Unisex,Champagne,Brown,8662.5
1043,Manual winding,Men's watch/Unisex,Grey,Black,12370875.0
1044,Automatic,Men's watch/Unisex,Black,Black,593917.5
1045,Automatic,Men's watch/Unisex,White,Black,254100.0
1046,Quartz,Women's watch,Blue,Silver,222337.5
1047,Manual winding,Women's watch,Silver,Brown,79200.0
1048,Automatic,Men's watch/Unisex,Black,Steel,118552.5
1049,Automatic,Men's watch/Unisex,Green,Black,239250.0
1050,Automatic,Men's watch/Unisex,Brown,Brown,449625.0
1051,Automatic,Men's watch/Unisex,Black,Blue,170032.5
1052,Automatic,Men's watch/Unisex,Red,Steel,250552.5
1053,Quartz,Women's watch,Black,Black,13365.0
1054,Quartz,Women's watch,White,Brown,762712.5
1055,Manual winding,Men's watch/Unisex,Black,Black,222832.5
1056,Automatic,Men's watch/Unisex,White,Black,19222.5
1057,Automatic,Men's watch/Unisex,Blue,Silver,265567.5
1058,Quartz,Men's watch/Unisex,Black,Black,22522.5
1059,Manual winding,Men's watch/Unisex,White,Brown,143137.5
1060,Manual winding,Men's watch/Unisex,Gold,Black,580717.5
1061,Automatic,Men's watch/Unisex,Black,Silver,111870.0
1062,Automatic,Men's watch/Unisex,Blue,Gold,4615792.5
1063,Automatic,Men's watch/Unisex,Black,Black,82087.5
1064,Quartz,Men's watch/Unisex,Champagne,Gold,639375.0
1065,Quartz,Men's watch/Unisex,Black,Black,164917.5
1066,Automatic,Men's watch/Unisex,White,Black,106920.0
1067,Automatic,Men's watch/Unisex,Red,Black,201300.0
1068,Automatic,Men's watch/Unisex,Blue,Steel,65587.5
1069,Automatic,Men's watch/Unisex,Blue,Steel,79612.5
1070,Quartz,Women's watch,Blue,Gold,57667.5
1071,Automatic,Men's watch/Unisex,Grey,Black,227287.5
1072,Automatic,Men's watch/Unisex,Black,Black,1413720.0
1073,Automatic,Men's watch/Unisex,Black,Black,472725.0
1074,Automatic,Men's watch/Unisex,Champagne,Brown,211200.0
1075,Quartz,Men's watch/Unisex,Black,Black,11550.0
1076,Quartz,Men's watch/Unisex,Red,Brown,11220.0
1077,Quartz,Men's watch/Unisex,Black,Black,69382.5
1078,Automatic,Men's watch/Unisex,White,Silver,2718375.0
1079,Quartz,Women's watch,Blue,Silver,8002.5
1080,Automatic,Men's watch/Unisex,Blue,Blue,102960.0
1081,Automatic,Men's watch/Unisex,Black,Black,78705.0
1082,Quartz,Men's watch/Unisex,Blue,Black,74250.0
1083,Automatic,Men's watch/Unisex,Silver,Steel,127875.0
1084,Automatic,Men's watch/Unisex,Black,Black,247335.0
1085,Automatic,Men's watch/Unisex,Red,Black,415800.0
1086,Automatic,Men's watch/Unisex,Blue,Black,44715.0
1087,Manual winding,Men's watch/Unisex,White,Blue,510015.0
1088,Automatic,Men's watch/Unisex,Blue,Steel,631125.0
1089,Automatic,Men's watch/Unisex,Yellow,Steel,46942.5
1090,Quartz,Men's watch/Unisex,Black,Black,16005.0
1091,Quartz,Men's watch/Unisex,White,Silver,40177.5
1092,Quartz,Men's watch/Unisex,Black,Gold,49500.0
1093,Automatic,Men's watch/Unisex,Black,Steel,473550.0
1094,Automatic,Men's watch/Unisex,Grey,Steel,78375.0
1095,Automatic,Men's watch/Unisex,White,Brown,106507.5
1096,Quartz,Men's watch/Unisex,Black,Gold,39517.5
1097,Automatic,Men's watch/Unisex,Black,Black,152542.5
1098,Automatic,Men's watch/Unisex,Blue,Blue,137775.0
1099,Automatic,Men's watch/Unisex,Black,Black,58162.5
1100,Automatic,Men's watch/Unisex,Black,Black,75157.5
1101,Quartz,Men's watch/Unisex,White,Silver,38692.5
1102,Manual winding,Men's watch/Unisex,Blue,Black,8410710.0
1103,Automatic,Men's watch/Unisex,Black,Steel,474210.0
1104,Manual winding,Men's watch/Unisex,Grey,Blue,8245875.0
1105,Manual winding,Women's watch,White,White,474210.0
1106,Quartz,Women's watch,White,White,181665.0
1107,Quartz,Women's watch,White,Steel,214087.5
1108,Automatic,Men's watch/Unisex,Black,Black,786225.0
1109,Manual winding,Men's watch/Unisex,Silver,Black,431805.0
1110,Automatic,Men's watch/Unisex,Blue,Blue,87202.5
1111,Automatic,Men's watch/Unisex,Black,Black,396742.5
1112,Automatic,Men's watch/Unisex,Brown,Gold,1220587.5
1113,Automatic,Men's watch/Unisex,Black,Brown,237105.0
1114,Automatic,Men's watch/Unisex,Green,Steel,341797.5
1115,Automatic,Men's watch/Unisex,Gold,Gold,20377.5
1116,Quartz,Men's watch/Unisex,Black,Black,8497.5
1117,Automatic,Men's watch/Unisex,Blue,Blue,62617.5
1118,Automatic,Men's watch/Unisex,Black,Black,243375.0
1119,Automatic,Men's watch/Unisex,Blue,Blue,76065.0
1120,Automatic,Men's watch/Unisex,Silver,Black,28462.5
1121,Automatic,Men's watch/Unisex,Gold,Gold,16995.0
1122,Automatic,Men's watch/Unisex,White,Brown,161040.0
1123,Automatic,Women's watch,Blue,Blue,820875.0
1124,Automatic,Men's watch/Unisex,Blue,Silver,31350.0
1125,Manual winding,Men's watch/Unisex,Silver,Blue,779625.0
1126,Automatic,Men's watch/Unisex,Blue,Gold,35062.5
1127,Manual winding,Men's watch/Unisex,Silver,Brown,237105.0
1128,Quartz,Women's watch,Grey,Silver,51810.0
1129,Quartz,Women's watch,Blue,Blue,742087.5
1130,Quartz,Men's watch/Unisex,White,Black,18562.5
1131,Quartz,Men's watch/Unisex,Black,Black,15097.5
1132,Automatic,Men's watch/Unisex,Black,Silver,26730.0
1133,Quartz,Men's watch/Unisex,White,Black,247417.5
1134,Quartz,Men's watch/Unisex,Grey,Black,129772.5
1135,Automatic,Men's watch/Unisex,Blue,Black,13860000.0
1136,Automatic,Men's watch/Unisex,Blue,Brown,307230.0
1137,Automatic,Men's watch/Unisex,Silver,Black,325875.0
1138,Quartz,Men's watch/Unisex,White,Steel,29782.5
1139,Quartz,Men's watch/Unisex,Blue,Steel,79612.5
1140,Automatic,Women's watch,Blue,Silver,1980000.0
1141,Automatic,Men's watch/Unisex,Black,Steel,82252.5
1142,Quartz,Men's watch/Unisex,Black,Black,17820.0
1143,Automatic,Men's watch/Unisex,Silver,Black,3267000.0
1144,Manual winding,Men's watch/Unisex,Black,Black,83242.5
1145,Automatic,Men's watch/Unisex,Black,Brown,189337.5
1146,Automatic,Men's watch/Unisex,Blue,Black,2475000.0
1147,Quartz,Men's watch/Unisex,Black,Blue,32092.5
1148,Automatic,Men's watch/Unisex,Red,Silver,169950.0
1149,Quartz,Men's watch/Unisex,Black,Black,53625.0
1150,Automatic,Men's watch/Unisex,Black,Black,461340.0
1151,Automatic,Men's watch/Unisex,Blue,Black,282562.5
1152,Manual winding,Men's watch/Unisex,Blue,Black,569167.5
1153,Quartz,Men's watch/Unisex,Silver,Gold,738952.5
1154,Automatic,Men's watch/Unisex,Black,Steel,41167.5
1155,Automatic,Women's watch,White,Black,1528230.0
1156,Automatic,Men's watch/Unisex,Black,Steel,192802.5
1157,Manual winding,Men's watch/Unisex,Blue,Blue,129772.5
1158,Automatic,Men's watch/Unisex,White,Black,2553375.0
1159,Automatic,Men's watch/Unisex,White,Silver,204930.0
1160,Quartz,Men's watch/Unisex,Blue,Blue,45705.0
1161,Automatic,Men's watch/Unisex,Black,Black,618750.0
1162,Automatic,Men's watch/Unisex,Black,Black,215655.0
1163,Automatic,Men's watch/Unisex,White,Black,354667.5
1164,Automatic,Men's watch/Unisex,Yellow,Gold,27142.5
1165,Quartz,Women's watch,Red,Silver,8827.5
1166,Automatic,Men's watch/Unisex,Silver,Black,197257.5
1167,Automatic,Men's watch/Unisex,Blue,Brown,1028115.0
1168,Automatic,Men's watch/Unisex,Grey,Steel,1889745.0
1169,Automatic,Men's watch/Unisex,Blue,Silver,64845.0
1170,Quartz,Women's watch,Silver,Gold,17820.0
1171,Automatic,Men's watch/Unisex,Black,Black,105105.0
1172,Automatic,Men's watch/Unisex,Red,Steel,659587.5
1173,Automatic,Women's watch,Silver,Steel,528000.0
1174,Automatic,Men's watch/Unisex,Black,Black,552750.0
1175,Automatic,Men's watch/Unisex,Blue,Steel,594000.0
1176,Automatic,Men's watch/Unisex,Champagne,Black,68887.5
1177,Manual winding,Men's watch/Unisex,Blue,Brown,197917.5
1178,Automatic,Men's watch/Unisex,Grey,Brown,344437.5
1179,Automatic,Men's watch/Unisex,Green,Steel,189337.5
1180,Automatic,Men's watch/Unisex,Black,Black,366795.0
1181,Automatic,Men's watch/Unisex,Black,Black,4822702.5
1182,Automatic,Men's watch/Unisex,Silver,Brown,1150875.0
1183,Quartz,Men's watch/Unisex,Blue,Blue,527917.5
1184,Manual winding,Men's watch/Unisex,Silver,Black,53212.5
1185,Automatic,Men's watch/Unisex,Blue,Steel,127215.0
1186,Automatic,Men's watch/Unisex,Black,Black,1957725.0
1187,Automatic,Men's watch/Unisex,Green,Gold,391875.0
1188,Automatic,Men's watch/Unisex,White,Black,61710.0
1189,Quartz,Men's watch/Unisex,Blue,Silver,53625.0
1190,Automatic,Men's watch/Unisex,Black,Black,49500.0
1191,Manual winding,Men's watch/Unisex,Gold,Black,1172160.0
1192,Quartz,Men's watch/Unisex,Black,Brown,13365.0
1193,Quartz,Men's watch/Unisex,Black,Gold,26812.5
1194,Quartz,Men's watch/Unisex,White,Brown,24090.0
1195,Manual winding,Men's watch/Unisex,White,Black,945202.5
1196,Automatic,Men's watch/Unisex,Silver,Steel,114097.5
1197,Automatic,Men's watch/Unisex,Red,Black,371250.0
1198,Manual winding,Men's watch/Unisex,Blue,Black,7008375.0
1199,Automatic,Men's watch/Unisex,Blue,Blue,55935.0
1200,Quartz,Men's watch/Unisex,Black,Silver,33907.5
1201,Quartz,Men's watch/Unisex,Black,Silver,12952.5
1202,Quartz,Women's watch,Silver,Blue,85635.0
1203,Automatic,Men's watch/Unisex,Black,Silver,28875.0
1204,Quartz,Men's watch/Unisex,Gold,Brown,5692.5
1205,Quartz,Men's watch/Unisex,Silver (solid),Black,82087.5
1206,Automatic,Men's watch/Unisex,Black,Black,482295.0
1207,Quartz,Women's watch,Blue,Silver,8002.5
1208,Quartz,Men's watch/Unisex,Black,Black,46942.5
1209,Quartz,Men's watch/Unisex,Black,Silver,20460.0
1210,Automatic,Men's watch/Unisex,Black,Steel,119955.0
1211,Quartz,Women's watch,White,Gold,8827.5
1212,Automatic,Men's watch/Unisex,Silver,Steel,38445.0
1213,Manual winding,Men's watch/Unisex,Brown,Brown,7070250.0
1214,Manual winding,Men's watch/Unisex,White,Steel,147675.0
1215,Quartz,Men's watch/Unisex,Black,Black,13942.5
1216,Manual winding,Men's watch/Unisex,White,Blue,134145.0
1217,Automatic,Men's watch/Unisex,Grey,Brown,35722.5
1218,Quartz,Men's watch/Unisex,Silver,Blue,80520.0
1219,Automatic,Men's watch/Unisex,Grey,Black,150480.0
1220,Automatic,Men's watch/Unisex,Blue,Black,31185000.0
1221,Automatic,Men's watch/Unisex,Black,Black,161040.0
1222,Automatic,Men's watch/Unisex,White,Black,356977.5
1223,Automatic,Men's watch/Unisex,Grey,Black,457875.0
1224,Quartz,Men's watch/Unisex,Blue,Blue,35805.0
1225,Quartz,Men's watch/Unisex,Silver,Black,10642.5
1226,Automatic,Men's watch/Unisex,Black,Blue,93967.5
1227,Manual winding,Men's watch/Unisex,Silver,Black,20542.5
1228,Manual winding,Men's watch/Unisex,Champagne,Brown,35722.5
1229,Automatic,Men's watch/Unisex,Green,Brown,41662.5
1230,Automatic,Men's watch/Unisex,Blue,Steel,544087.5
1231,Automatic,Men's watch/Unisex,Black,Black,164505.0
1232,Automatic,Men's watch/Unisex,Blue,Red,19965.0
1233,Automatic,Men's watch/Unisex,White,Steel,247500.0
1234,Automatic,Men's watch/Unisex,Silver,Silver,26730.0
1235,Automatic,Men's watch/Unisex,Black,Black,4505077.5
1236,Automatic,Men's watch/Unisex,Blue,Steel,371250.0
1237,Automatic,Men's watch/Unisex,Black,Black,250470.0
1238,Quartz,Women's watch,Silver,Gold,2367337.5
1239,Quartz,Men's watch/Unisex,Silver,Black,22275.0
1240,Quartz,Men's watch/Unisex,Green,Silver,25987.5
1241,Automatic,Men's watch/Unisex,Black,Silver,142230.0
1242,Quartz,Men's watch/Unisex,Black,Gold,12045.0
1243,Automatic,Men's watch/Unisex,White,Black,288667.5
1244,Automatic,Men's watch/Unisex,Black,Brown,2054250.0
1245,Automatic,Men's watch/Unisex,Green,Green,40260.0
1246,Automatic,Men's watch/Unisex,Blue,Black,1728375.0
1247,Quartz,Men's watch/Unisex,White,Brown,22275.0
1248,Manual winding,Men's watch/Unisex,Silver,Black,102382.5
1249,Automatic,Men's watch/Unisex,Black,Steel,408375.0
1250,Quartz,Women's watch,Silver,Steel,177375.0
1251,Automatic,Men's watch/Unisex,Black,Black,124822.5
1252,Automatic,Men's watch/Unisex,Blue,Black,192472.5
1253,Automatic,Men's watch/Unisex,Silver,Steel,453750.0
1254,Automatic,Men's watch/Unisex,White,Steel,120780.0
1255,Quartz,Women's watch,Grey,Gold,158812.5
1256,Automatic,Men's watch/Unisex,Blue,Gold,8910.0
1257,Quartz,Men's watch/Unisex,White,Steel,112200.0
1258,Automatic,Men's watch/Unisex,Grey,Black,98340.0
1259,Automatic,Men's watch/Unisex,Black,Steel,167805.0
1260,Automatic,Men's watch/Unisex,Silver,Black,287182.5
1261,Automatic,Men's watch/Unisex,Gold,Brown,44715.0
1262,Quartz,Women's watch,White,Black,412500.0
1263,Automatic,Men's watch/Unisex,White,Black,618750.0
1264,Automatic,Men's watch/Unisex,Black,Steel,105187.5
1265,Automatic,Men's watch/Unisex,Black,Black,107167.5
1266,Automatic,Men's watch/Unisex,Red,Black,30231960.0
1267,Automatic,Men's watch/Unisex,White,Steel,97845.0
1268,Quartz,Women's watch,Silver,Black,329917.5
1269,Solar,Men's watch/Unisex,Black,Black,111210.0
1270,Quartz,Men's watch/Unisex,Blue,Blue,52800.0
1271,Automatic,Men's watch/Unisex,Black,Black,121605.0
1272,Quartz,Men's watch/Unisex,Silver,Steel,6187.5
1273,Automatic,Men's watch/Unisex,Black,Brown,460680.0
1274,Manual winding,Men's watch/Unisex,White,Black,93967.5
1275,Quartz,Men's watch/Unisex,Grey,Silver,31267.5
1276,Automatic,Men's watch/Unisex,Blue,Silver,98010.0
1277,Manual winding,Men's watch/Unisex,Champagne,Brown,143055.0
1278,Quartz,Men's watch/Unisex,Black,Silver,22275.0
1279,Quartz,Men's watch/Unisex,Black,Silver,21615.0
1280,Automatic,Men's watch/Unisex,White,Steel,123007.5
1281,Quartz,Women's watch,Red,Blue,288750.0
1282,Manual winding,Men's watch/Unisex,White,Black,60142.5
1283,Automatic,Men's watch/Unisex,Black,Black,783750.0
1284,Automatic,Men's watch/Unisex,Black,Steel,71610.0
1285,Quartz,Women's watch,Blue,Steel,211117.5
1286,Quartz,Men's watch/Unisex,Champagne,Brown,26812.5
1287,Automatic,Men's watch/Unisex,Blue,Black,92152.5
1288,Manual winding,Men's watch/Unisex,Black,Silver,2635875.0
1289,Quartz,Men's watch/Unisex,Blue,Steel,59070.0
1290,Manual winding,Men's watch/Unisex,Blue,Blue,29947.5
1291,Manual winding,Men's watch/Unisex,Champagne,Black,123502.5
1292,Quartz,Women's watch,Silver,Gold,8002.5
1293,Automatic,Men's watch/Unisex,Black,Black,820875.0
1294,Automatic,Men's watch/Unisex,Black,Steel,164587.5
1295,Manual winding,Men's watch/Unisex,Blue,Silver,3057862.5
1296,Manual winding,Men's watch/Unisex,Silver,Black,2694367.5
1297,Automatic,Men's watch/Unisex,Black,Black,445417.5
1298,Manual winding,Men's watch/Unisex,Blue,Black,2140875.0
1299,Automatic,Men's watch/Unisex,Black,Gold,1645875.0
1300,Automatic,Men's watch/Unisex,Black,Silver,49500.0
1301,Quartz,Men's watch/Unisex,Grey,Silver,83902.5
1302,Automatic,Men's watch/Unisex,Blue,Silver,24997.5
1303,Automatic,Men's watch/Unisex,Blue,Gold,54037.5
1304,Quartz,Men's watch/Unisex,Black,Black,52800.0
1305,Automatic,Men's watch/Unisex,Black,Steel,47190.0
1306,Automatic,Men's watch/Unisex,Grey,Silver,257730.0
1307,Quartz,Men's watch/Unisex,Blue,Black,132990.0
1308,Quartz,Women's watch,Blue,Gold,12457.5
1309,Automatic,Men's watch/Unisex,Black,Steel,76560.0
1310,Automatic,Men's watch/Unisex,Blue,Steel,832837.5
1311,Quartz,Men's watch/Unisex,White,Silver,22275.0
1312,Automatic,Men's watch/Unisex,Black,Steel,196845.0
1313,Automatic,Men's watch/Unisex,White,Black,300217.5
1314,Automatic,Men's watch/Unisex,Black,Black,52800.0
1315,Automatic,Men's watch/Unisex,Blue,Steel,330082.5
1316,Automatic,Men's watch/Unisex,Blue,Steel,296587.5
1317,Automatic,Men's watch/Unisex,Black,Steel,111870.0
1318,Automatic,Men's watch/Unisex,Grey,Brown,1068375.0
1319,Automatic,Men's watch/Unisex,Grey,Silver,29535.0
1320,Automatic,Men's watch/Unisex,Silver,Black,417285.0
1321,Quartz,Men's watch/Unisex,White,Silver,19635.0
1322,Quartz,Men's watch/Unisex,Blue,Blue,50572.5
1323,Quartz,Women's watch,Black,Black,49087.5
1324,Quartz,Women's watch,Blue,Brown,111870.0
1325,Automatic,Men's watch/Unisex,Blue,Steel,185212.5
1326,Manual winding,Men's watch/Unisex,Blue,Blue,76065.0
1327,Automatic,Men's watch/Unisex,Blue,Blue,4124917.5
1328,Automatic,Men's watch/Unisex,Silver,Brown,36217.5
1329,Automatic,Men's watch/Unisex,Gold,Brown,232650.0
1330,Quartz,Women's watch,White,Blue,88522.5
1331,Automatic,Men's watch/Unisex,Black,Black,404250.0
1332,Quartz,Men's watch/Unisex,Black,Green,43725.0
1333,Automatic,Men's watch/Unisex,Black,Brown,43560.0
1334,Quartz,Men's watch/Unisex,White,Steel,129772.5
1335,Quartz,Men's watch/Unisex,Black,Brown,10642.5
1336,Automatic,Men's watch/Unisex,Black,Steel,74167.5
1337,Automatic,Men's watch/Unisex,Black,Black,304837.5
1338,Automatic,Men's watch/Unisex,Blue,Blue,39517.5
1339,Automatic,Men's watch/Unisex,Blue,Black,884895.0
1340,Automatic,Men's watch/Unisex,Black,Brown,19470.0
1341,Manual winding,Men's watch/Unisex,Black,Green,346500.0
1342,Quartz,Men's watch/Unisex,Silver,Silver,23182.5
1343,Automatic,Men's watch/Unisex,Red,Steel,50572.5
1344,Quartz,Men's watch/Unisex,Gold,Gold,398145.0
1345,Automatic,Men's watch/Unisex,Black,Black,637312.5
1346,Automatic,Men's watch/Unisex,Blue,Steel,742087.5
1347,Automatic,Men's watch/Unisex,Black,Silver,160957.5
1348,Automatic,Men's watch/Unisex,Grey,Steel,1047667.5
1349,Quartz,Men's watch/Unisex,Blue,Silver,13365.0
1350,Automatic,Men's watch/Unisex,Green,Steel,35722.5
1351,Automatic,Men's watch/Unisex,Brown,Brown,9240000.0
1352,Automatic,Men's watch/Unisex,Blue,Steel,179437.5
1353,Automatic,Men's watch/Unisex,Silver,Brown,632775.0
1354,Automatic,Men's watch/Unisex,Green,Green,28792.5
1355,Quartz,Men's watch/Unisex,Green,Silver,8085.0
1356,Quartz,Women's watch,Black,Steel,35805.0
1357,Quartz,Men's watch/Unisex,Blue,White,11550.0
1358,Automatic,Men's watch/Unisex,Black,Black,71610.0
1359,Quartz,Men's watch/Unisex,Blue,Black,42900.0
1360,Quartz,Men's watch/Unisex,White,Steel,22687.5
1361,Quartz,Men's watch/Unisex,Black,Black,26730.0
1362,Automatic,Men's watch/Unisex,Blue,Blue,197917.5
1363,Manual winding,Men's watch/Unisex,Blue,Black,4001250.0
1364,Automatic,Women's watch,Black,Black,412417.5
1365,Automatic,Women's watch,White,Silver,1062600.0
